count,hate_speech,offensive_language,neither,class,tweet,new_class,cleaned_tweet
3,1,2,0,1,@BengyBenFrank niggah follow me back &#128529;,2,niggah follow me back
3,0,3,0,1,@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER,2,lmfaoo yu stupid lha bitch i been knowing you for about 1 0 yrs you never had a hoe ever
3,0,3,0,1,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash,2,not to yall thou yal fucking glad bag trash
3,1,2,0,1,@Benny_Balboa tell that boy he a hoe i just called him,2,tell that boy he a hoe i just called him
3,1,2,0,1,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow,2,yall fucking trash boyy glad bag flow
3,0,3,0,1,@BetoDavidThomas @JesseCanon bitch my mom didn't call you,2,bitch my mom did not call you
3,0,3,0,1,@BetoDavidThomas @JesseCanon lmfaooo oh well fuck that bitch,2,lmfao oh well fuck that bitch
3,0,1,2,2,@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.,1,she just another straight up conscienceless liar soulless criminal trash
3,2,1,0,0,@BeyondTomcat you'd like that wouldn't you fag,0,you d like that would not you fag
3,0,3,0,1,@Beyond_Fatal my bitch bruhhh !!!,2,my bitch bruh
3,2,1,0,0,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz,0,he looks like a fag and his time line is boring zz
3,0,0,3,2,@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,1,deserved victory elite 8 awaits your orange army sweet 16 was no disgrace college hoops ill be back next time hoosiers
3,1,2,0,1,@BigD757 too bad hes a faggot,2,too bad hes a faggot
3,0,3,0,1,@BigDaddySniper you far asf too nigguh,2,you far asf too nigguh
3,0,3,0,1,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.,2,bruh that will not happen cuz i can see that big bitch or it before it strikes
3,1,2,0,1,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot,2,did you get your volcano yet faggot
3,0,3,0,1,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha,2,she prolly got some bomb pussy too lol i hope haha
3,0,3,0,1,@Big_Jim777 bitch,2,bitch
3,0,0,3,2,@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,1,happy bi hday you di y little bird tear it up 
3,0,3,0,1,@BigfineHorseee she gone eat that bitch,2,she gone eat that bitch
3,0,3,0,1,"@BillPeriman @Po_st 
I bet he would have gone ape shit and killed them all if they attacked Muslims.",2,i bet he would have gone ape shit and killed them all if they attacked muslims
3,0,3,0,1,"@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA, those over-zealous cunts, I can't wait for 2016",2,what the holy fucking hell is going on at the epa those over zealous cunts i can not wait for
3,0,0,3,2,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8,1,or as i like to put it looking through race colored glasses
3,0,3,0,1,"@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers",2,send all the fucking muzzies home now doj come and get me motherfuckers
3,0,3,0,1,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride,2,place pussy on stache let pussy take ride
3,3,0,0,0,@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,0,your what wrong with the white race you fuckin coon slaying piece of poop please die alone
3,0,3,0,1,@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau,2,aye were da fawking ginzos of fawking queens and fawking nassau
3,0,1,2,2,@Billythathird @matt_sliwinski copy my tweet again you ginzo,1,copy my tweet again you ginzo
3,0,3,0,1,@BirdieB420 lets record a song bitch right nowb,2,lets record a song bitch right nowb
3,0,3,0,1,@BitchImFancy lol so retarded,2,lol so retarded
3,0,3,0,1,@BitchImaStunna @VeshaaCouture lmao bitch shut up,2,lmao bitch shut up
3,0,3,0,1,@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,2,what up my bitches shout out from your momz in cali keep doin what u do love it
3,0,3,0,1,@Bitcheslovestar The only one of Mary's friends I like so you other bitches don't exist &#128514;&#128514;&#128564;&#128564;&#128564;&#128564;&#128164;&#9995;&#9996;&#65039;,2,the only one of mary friends i like so you other bitches do not exist 
3,0,3,0,1,@BitchsLoveMosa do these bitches really love Mosa though #MosaGang http://t.co/0g1J8Bibpl,2,do these bitches really love mosa though mosa gang url 
3,0,1,2,2,"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato",1,dare be only one bag dat folks be suckin on what i comes to yo pa ay all da ofay be wantin to ride in my eldorato
3,0,3,0,1,"@Bitterchick 
Dat means get the fuck out hoe I be thinkin",2,dat means get the fuck out hoe i be thinkin
3,0,3,0,1,"@Bitterchick @hellobaphomet 
Y'all be some crazy white bitches. I wants to lay down wit you bowf.",2,you all be some crazy white bitches i wants to lay down wit you bowf
3,0,3,0,1,"@BittyTang not sure. I think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow",2,not sure i think most women have self hate therfore collectively women are bitches becomes their campaign and men follow
3,0,3,0,1,@BittyTang yes. Why protest about sexism then go right home and beg for a guy to beat your pussy up? Im lost at times,2,yes why protest about sexism then go right home and beg for a guy to beat your pussy up im lost at times
3,0,2,1,1,@BjwalkinRIVERS bro that hoe live,2,bro that hoe live
3,1,2,0,1,@BlaccLaBelle_ &#9786;&#65039;nice Avi lil nigger,2, nice avi lil nigger
3,0,0,3,2,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,1,well that some cracker jack secret service work there jfk anyone
3,1,0,2,2,@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,1,historical point cracker was a term for the irish settling in the woods of the mid atlantic hardly offensive
3,0,3,0,1,"@BlackManUSA You're killin' me man! &lt;3 Not all conservatives are racists, just like not all NBP hate honkies.",2,you are killin me man not all conservatives are racists just like not all nbp hate honkies
3,0,3,0,1,"@Black_Angelo25 chill cuz you'll regret it bro, your hitting that hoe rn why quit?",2,chill cuz you will regret it bro your hitting that hoe rn why quit
3,0,3,0,1,"@BlackberryTroll Blah. If people are determined to think of you as a condescending bitch, it's their loss.",2,blah if people are determined to think of you as a condescending bitch it their loss
3,0,3,0,1,"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD",2,ha bitch i am pickin up beach babes left n right on the west coast url 
3,0,1,2,2,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,1,bandana orian they called me trailer trash for wearing my lil country getup
3,2,1,0,0,@Blackman38Tide lmfao go to bed whitey &#128129;,0,lmfao go to bed whitey
3,0,0,3,2,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,1,chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
3,0,3,0,1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!,2,rollin coal bitches ready to blow ready set go
3,0,0,3,2,@BlakeAnderson21 thanks Hun! Haha,1,thanks hun haha
3,0,2,1,1,@BlakeAnderson21@dalton_ryann @justinmiculka01 bitch got the crew hype an still got her ass beat tonight should have brought him to us,2,bitch got the crew hype an still got her ass beat tonight should have brought him to us
6,1,5,0,1,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers",2,always eatin good wit my niggah and good lookin on the cd my boy got some heat now i can bump some bangers
3,1,2,0,1,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately,2,fosho my niggah il be over there just been real busy lately
3,0,3,0,1,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win",2,yeah that niggah played good lowkey i wanted brazil to win
3,0,3,0,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....,2,now that ur tour over come kick it with ya nig in the mia
3,0,3,0,1,@BloggerBoxing @Studhardt22 the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well #2accountsGate,2,the jacob and joshua picks have been very similar as the love for faggot ruslan as well 2 accounts gate
3,2,1,0,0,@BloggerBoxing @rianscalia pass the Fosters faggot,0,pass the fosters faggot
3,2,1,0,0,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,0,yea what did it do for maidana it made him a greedy faggot loser atleast broner is black
3,0,3,0,1,@BloodOfJupiter yeah...bitch!,2,yeah bitch
3,1,2,0,1,@Blue_DreamMN @ExpectoMichaela seriously.. After that first conversation on your status he fb messaged me calling me a fag lololol,2,seriously after that first conversation on your status he fb messaged me calling me a fag lololol
3,1,0,2,2,"@Boazziz He promised to stand with the muzzies, so...",1,he promised to stand with the muzzies so
3,0,3,0,1,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.,2,fuck off bitch
3,1,2,0,1,"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch.",2,ur weird racist bitch
3,1,2,0,1,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.,2,no u eat it inbred trailer trash
3,0,3,0,1,@BobbyRosee Let the hoes tell it man..,2,let the hoes tell it man
3,0,3,0,1,@BodyByMalone Lesson 12 don't pass out at before 12 like a lil bitch,2,lesson do not pass out at before like a lil bitch
3,0,3,0,1,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;,2,slap a taco in tht hoe face 
3,0,0,3,2,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,1,i have never once in my life been to a coffee shop like starbucks i am a hick though
3,0,3,0,1,"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin",2,lmao angela you look like a damn potato bitch keep talkin
3,0,0,3,2,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;,1,pearl jam yellow ledbetter
3,0,0,3,2,@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.,1,there a reason why the yankees do not want anderson any longer
3,0,0,3,2,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,1,i have had shots go off where yellow smoke
3,0,3,0,1,@Boobah_ awnser the phone pussy,2,awnser the phone pussy
3,0,0,3,2,@Boobah_ they trash,1,they trash
3,0,1,2,2,@BookoutBj That's ghetto for super duper! It's the current generations best complement.,1,that ghetto for super duper it the current generations best complement
3,0,3,0,1,@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy,2,pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy
3,0,3,0,1,@BosleyXavier I trip on acid not bitches.,2,i trip on acid not bitches
3,2,1,0,0,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,0,yea u stupid faggot i am not leaving till like time want a ride
3,2,0,1,0,@BossMelle never followed him ignorant monkey,0,never followed him ignorant monkey
3,1,2,0,1,@Bossman_Carl lmaooo naw nigga imma stay right in your mentions hoe,2,lmao naw nigga imma stay right in your mentions hoe
3,0,3,0,1,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot,2,nigga i did not have no change yall some hoes for tryna shoot know you all can not shoot
3,0,3,0,1,@Bossman_Carl wake your ass up hoe,2,wake your ass up hoe
3,1,2,0,1,@BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them,2,fight that shit say you are on free lunch and they must have the game fucked up cause you are colored like the rest of them
3,0,2,1,1,@BradMich4Real thats shit gon be the death of these hoes...ion like it...,2,thats shit gon be the death of these hoes ion like it
3,0,2,1,1,@BrandNewAndrew lmaooo roosters is hot trash bro u know it,2,lmao roosters is hot trash bro u know it
3,0,3,0,1,@Brandi_Nicolee get that degree first bitch,2,get that degree first bitch
3,0,3,0,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.,2,i will say it for you do ya woman want you on the couch in plain sight or outchea with these bitches simple
3,0,3,0,1,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.,2,describing new pussy like a baltimore love thing out this bitch
3,0,3,0,1,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!,2,she is a bitch this mess is all bo fault all of it
3,3,0,0,0,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,0,of a citizen i said it for you maria you spic
3,0,3,0,1,@BreadTruckkBri I know I was playing that hoe start on the 20 tho,2,i know i was playing that hoe sta on the tho
3,2,1,0,0,@BreeOlson @Gingerbeard66 your a nasty nigger whore,0,your a nasty nigger whore
3,1,2,0,1,@BreesInDaCut you got some hoes here yet?,2,you got some hoes here yet
3,0,3,0,1,@BreezyPetey at least he went up and wasn't a bitch,2,at least he went up and wasn t a bitch
3,0,0,3,2,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",1,i realized it the one on link awakening too so you killed two birds with one stone unless you are getting the wind fish too
3,0,1,2,2,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska,1,well how about those yankees this year what a run wtf is wrong with nebraska
3,0,3,0,1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(,2,i am not mexican enough for the real beaners yet too mexican for the americanized beaners sad 
3,0,3,0,1,@BrendaGisselCA that you got hoes damn,2,that you got hoes damn
3,0,3,0,1,@BrendaGisselCA then what the hell are the perks of being your hoe? This is some bullshit,2,then what the hell are the perks of being your hoe this is some bullshit
3,0,3,0,1,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.,2,ugh your with tebow you are officially a fag now and in followed
3,3,0,0,0,@Brenddan_ they said some bullshit. Damn niggers,0,they said some bullshit damn niggers
3,2,1,0,0,@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,0,wow are you comin back up here they some bitch niggas
3,0,3,0,1,@BretVonDehl @com_lowery Can I beat this bitch up?? Seriously....what a bitch,2,can i beat this bitch up seriously what a bitch
3,1,2,0,1,"@BretVonDehl Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one",2,damn you bitch you never answer me anymore lmao jk ily anyway glad of your first show be safe when going to the next one
3,0,3,0,1,@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast,2,younow is a fucking bitch shit load of hate on there when i did my first broadcast
3,2,1,0,0,@Briana_Rashae I'd like to rape the bitch that posted that.,0,i d like to rape the bitch that posted that
3,0,0,3,2,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,1,my trick is i wait for the bird to get close to the pipe and then tap the screen so you never hit your head
3,0,0,3,2,"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken",1,ja moest van plisie niet meteen wild gaan denken juistja willen wel meer mensen mij ve ellen hoe k moet denken
3,2,1,0,0,"@Brice2254 Fuck you, faggot.",0,fuck you faggot
6,0,6,0,1,@Briscoefunnyguy @_KaeeJones I gotta see that hoe in person cause I'm sleeping on that hoe for now,2,i gotta see that hoe in person cause i am sleeping on that hoe for now
3,0,3,0,1,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad,2,da fuck that hoe look sad
3,0,3,0,1,@Briscoefunnyguy lol he still a lil bitch,2,lol he still a lil bitch
3,2,1,0,0,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,0,these new nigga hipster hypebeasts love all these faggot ass bright colors and nike keeps giving them what they want smh
3,0,3,0,1,"@BroadwayMensa hoes not women, like to be the center of attention",2,hoes not women like to be the center of attention
3,1,2,0,1,"@BrocktonBitch 
We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass",2,we niggas like fuckin roaches let one in and you hot dam infested you a crazy bitch i dig yo ass
3,1,2,0,1,@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;,2,these kids are pussies we got a white trash kid a thugnasty wanna be up in here
3,0,3,0,1,@BrotherDiabeats take your queer ass dubstep out of here,2,take your queer ass dubstep out of here
3,0,2,1,1,"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol",2,we had a pacer in the 7 0 i member loving when hair of the dog came on the quadraphonic stereo so i could say bitch lol
3,0,3,0,1,@BryanBalsamo lmao u ain't a savage &#128514;&#128514; these hoes for everybody,2,lmao u ain t a savage these hoes for everybody
3,0,0,3,2,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",1,atl bvb sws ptv the relapse symphony set it off farewell my love mayday parade fob paramore etc
3,0,0,3,2,@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min,1,we gunna laff at chava rubio beaner suppo ers in a min
3,0,3,0,1,@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog,2,i did not spoil anything you should have been watched it nigger nig nog
3,1,0,2,2,@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo,1,the kikes want to charge you dollaz for the complete version url 
3,3,0,0,0,@Buckm00se @letsargueboxing sand nigger ran over some Kidd,0,sand nigger ran over some kidd
3,3,0,0,0,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,0,i do not like the sand nigger but it ente aining like knockdowns
3,2,1,0,0,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it,0,joe co ez is the ultimate faggot that fight proved it
3,0,3,0,1,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass,2,all i remember was the fat bitch stealing the kfc bucket hauling ass
3,2,1,0,0,@Buckm00se all us beaners were pissed like robert when the jew ref stopped it,0,all us beaners were pissed like robe when the jew ref stopped it
3,0,3,0,1,@Buckm00se post the bid where you tell that nig to use the jab,2,post the bid where you tell that nig to use the jab
3,2,1,0,0,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,0,true sand niggers bum brits claim he a atg hall of fame legend smh
3,0,3,0,1,"@Buffalodave1 @BretVonDehl @AlexFoxx13 @brandonkilexxx @JCCharles8 @TylerGloyd Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)",2,wait wait wait the new one or the ep son of a bitch lucky wink 
3,1,2,0,1,@Bullskickass I've decided that #BullsNation are retarded. #love,2,i have decided that bulls nation are retarded love
3,0,0,3,2,@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.,1,huh last games tampa balt yanks and they lost their best pitcher please explain your logic
3,0,0,3,2,@Buster_ESPN Sounds like they are holding back info.......Yankee shill,1,sounds like they are holding back info yankee shill
3,0,3,0,1,@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?,2,hookers are always complimentary who wants to be with a bitch
3,0,0,3,2,@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.,1,that game winning hit in thursday capped a great career the guy is a 1 st ballot hof or else
3,0,3,0,1,@C0MMONLY @scorpiogans93 @EcliptiK pussies,2,pussies
3,0,0,3,2,@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great,1,eating a roasted potato and smiling till my cheeks are sore the crow sfx in this cape crisis are super great
3,0,1,2,2,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway,1,tx trash you know trouble w aca is in gop gov states but like you repo lies anyway
3,0,0,3,2,@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President,1,tx trash your show was a disgrace this am engaging w disrespecting the president
3,0,1,2,2,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!,1,racist tx trash enjoy your high along with gop win a substitute for racist loss
3,2,0,1,0,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,0,racist tx trash racist why wld u intvw n ask racist questions itwas so disrespectful
3,0,0,3,2,@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...,1,there is not a green one either there red and yellow in that pic
9,2,6,1,1,"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden",2,i jus wanna let you know okc trash ibaka ain t shit you all ain t goin nowhere without harden
9,0,9,0,1,"@CDNBallJunkie Spurs bitch that's the team, you dont want no problems",2,spurs bitch that the team you dont want no problems
3,3,0,0,0,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!",0,hey sir house nigger uncle tom are not you from grand ole mississippi i rest my case
3,1,2,0,1,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!",2,you need your ass whipped with a whip mr house nigger remember u will always b a nigger to them
3,0,3,0,1,@CHILDISHCUDl @CheefPolo bitch mind your business,2,bitch mind your business
3,0,3,0,1,@CMBGaming11 @BeechHD oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?,2,oh you mean like how you sta ed to be a cunt to jp about something that has nothing to do with you
3,0,3,0,1,@CM_UTLR your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?,2,your man looks terrified in that picture do you beat him or just treat him like a regular bitch
3,0,3,0,1,"@COK3COKE Now, mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches.",2,now mfa do not wanna spend a dime wit em prolly out here yelling money over bitches
3,0,3,0,1,@CR4ZYF0RU I just really miss you and I know we can drink it off and talk about all of our problems like basic bitches,2,i just really miss you and i know we can drink it off and talk about all of our problems like basic bitches
3,1,2,0,1,@CRYaboutitNIGGA waddup doe Lil nicca,2,waddup doe lil nicca
3,0,3,0,1,@CSNChicago Punk ass bitch. #BullsTalk,2,punk ass bitch bulls talk
3,0,3,0,1,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches,2,i wanna be that white nigga chillin in my mini cooper just throwin money at bitches
3,0,3,0,1,@CSalazar_04 press start bitch &#128529;,2,press sta bitch
3,1,2,0,1,@C_janacek07 @Nick_504_ a fucking verse from Don trip bitch stop assuming shit,2,a fucking verse from don trip bitch stop assuming shit
3,0,3,0,1,@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:,2,who ever said this is so dumb my moms a cop ill have her track you down for being a lil bitch kay bye
3,0,3,0,1,@CaelanG15 that nigga was eating that hoe lol,2,that nigga was eating that hoe lol
3,0,3,0,1,@Caliqueeen14 you da realest bitch out here Amber,2,you da realest bitch out here amber
3,0,3,0,1,@CallME__Jetson hoe ass nigga. &#128529;,2,hoe ass nigga
3,0,3,0,1,@CallMeBuffy sockin bitches in they mouf,2,sockin bitches in they mouf
3,1,2,0,1,@CallMeDaishaa ghetto ass Pocahontas .,2,ghetto ass pocahontas
6,1,5,0,1,@CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit,2, my bad bitch im logged in on everybody shit
3,0,3,0,1,@CallMeRenee_ @lilmenifee__ wussup bitch,2,wussup bitch
3,0,3,0,1,@CallMeRenee_ bitch im too mad im finna throw this bitch outside,2,bitch im too mad im finna throw this bitch outside
3,0,3,0,1,@CallMeRenee_ bitch u 1,2,bitch u
3,0,3,0,1,@CallMeRenee_ bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;,2,bitch u bs how fck yah 
3,1,2,0,1,@CallMeRenee_ dam bitch,2,dam bitch
6,0,5,1,1,@CallMeRenee_ wussup bitch,2,wussup bitch
3,0,3,0,1,"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao",2,das new bae my bitch bad or naw lmao
3,0,3,0,1,@CallNeeshCakey &#128514;&#128514; bitches aint shit,2, bitches aint shit
3,0,3,0,1,@CallNeeshCakey I can't bitch,2,i can not bitch
3,0,3,0,1,@CallNeeshCakey bitch I know stfu &#128514;,2,bitch i know stfu
3,0,0,3,2,"@CallNeeshCakey no , a pop wop &#128514;",1,no a pop wop
3,0,0,3,2,@CallNeeshCakey pop wop and drop it tho,1,pop wop and drop it tho
3,0,3,0,1,@CallNeeshCakey to lay up w my bitch,2,to lay up w my bitch
3,0,3,0,1,@CallNeeshCakey umm bitch hello I was not alive so I clearly DOBT have it,2,umm bitch hello i was not alive so i clearly dobt have it
3,0,1,2,2,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;,1,we in this bitch finna get crunk eyebrows on double papp 
3,1,2,0,1,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",2,you do not know what i know name somebody colder you monkey faced immigrant
3,3,0,0,0,@Campos_uli is a fag #hesgay,0,is a fag hes gay
3,0,3,0,1,@CandiElissa @twitRless_kb @ElissaReillyS @HelenKimFitz76 elissa is such a fake cunt,2,elissa is such a fake cunt
3,0,0,3,2,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.,1,that where i saw the leprechaun he told me to burn things
3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh all hoes singing it too,2,all hoes singing it too
3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit,2,damn that hoe just came out but look at how many hoes said his shit jamming on my shit
6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em,2,lmao i wanted them hoes she was suppose to hold em
6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaooo niggas ain't but hoes is I think I'm winning,2,lmao niggas ain t but hoes is i think i am winning
3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you,2,lmao beiber get these hoes wet big bro i am tryna tell you
3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate,2,me either but if the bitch like put on that beyonc nigga ain t gone hesitate
6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh whatever turn them hoes on z-Ro ain't gone get the bitch wet,2,whatever turn them hoes on z ro ain t gone get the bitch wet
6,1,5,0,1,@CapoDaAssHole I fuck with Takeoff nigga get on the bitch and just snap,2,i fuck with takeoff nigga get on the bitch and just snap
3,0,3,0,1,@CapoDaAssHole lol that hoe for 5yr old,2,lol that hoe for 5 yr old
6,0,5,1,1,@CapoDaAssHole naw where can I see that hoe at,2,naw where can i see that hoe at
3,0,3,0,1,@CapoDaAssHole wiz had a warrant like a bitch,2,wiz had a warrant like a bitch
3,0,3,0,1,@CapoDaAssHole yea he coming back him big rod doing something for that hoe,2,yea he coming back him big rod doing something for that hoe
3,0,3,0,1,@CaptElliott NFN you bitch to much.,2,nfn you bitch to much
9,2,7,0,1,"@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced",2,i am not hollywood at all my nig u brought me to twitter n bounced
